id,value
KEYWORDS.Ebooks.10*1145/2787622*2787731,1
KEYWORDS.Educational Effectiveness,
KEYWORDS.Educational Effectiveness.10*1002/cae*21655,1
KEYWORDS.Evaluation Groups,
KEYWORDS.Evaluation Groups.10*1016/J*CHB*2013*04*030,1
KEYWORDS.Evaluation Groups.10*1145/2325296*2325338,1
KEYWORDS.first programming course (CS1),
KEYWORDS.first programming course (CS1).10*1076/csed*11*3*247*3837,1
KEYWORDS.first programming course (CS1).10*1076/csed*12*3*197*8618,1
KEYWORDS.first programming course (CS1).10*1145/2325296*2325338,1
KEYWORDS.first programming course (CS1).10*1145/2659532*2659620,1
KEYWORDS.first programming course (CS1).10*1145/2676723*2691877,1
KEYWORDS.first programming course (CS1).10*1145/2787622*2787731,1
KEYWORDS.first programming course (CS1).10*1145/2839509*2844615,1
KEYWORDS.Framework,
KEYWORDS.Framework.10*1007/978-3-319-91743-6_26,1
KEYWORDS.Gamification,
KEYWORDS.Gamification.10*1145/2659532*2659620,1
KEYWORDS.Greedy Algorthms,
KEYWORDS.Greedy Algorthms.10*1002/cae*21655,1
KEYWORDS.Group Cognition,
KEYWORDS.Group Cognition.10*1007/978-3-319-91743-6_26,1
KEYWORDS.Group Formation,
KEYWORDS.Group Formation.10*1109/FIE*2006*322313,1
KEYWORDS.Group Formation.10*1109/TLT*2009*50,1
KEYWORDS.Group Formation.issn=1137-3601,1
KEYWORDS.Individualized Instruction,
KEYWORDS.Individualized Instruction.10*1145/2676723*2691877,1
KEYWORDS.Integration Models,
KEYWORDS.Integration Models.10*1016/j*procs*2014*12*021,1
KEYWORDS.Intelligent Tutoring Systems,
KEYWORDS.Intelligent Tutoring Systems.10*1007/s11257-011-9106-8,1
KEYWORDS.Intelligent Tutoring Systems.10*1007/s40593-016-0107-y,1
KEYWORDS.Intelligent Tutoring Systems.10*1109/TLT*2011*2,1
KEYWORDS.Intelligent Tutoring Systems.10*1145/2676723*2691877,1
KEYWORDS.Intelligent Tutoring Systems.10*1145/2676723*2691877,1
KEYWORDS._Knowledge Management,
KEYWORDS.Knowledge Management.10*1016/j*procs*2014*12*021,1
KEYWORDS.Knowledge Sharing,
KEYWORDS.Knowledge Sharing.10*1007/978-3-642-41347-6,1
KEYWORDS.Learner Models,
KEYWORDS.Learner Models.10*1007/s11257-011-9106-8,1
KEYWORDS.Learning Analytics,
KEYWORDS.Learning Analytics.10*1145/2787622*2787731,1
KEYWORDS.Learning Environments,
KEYWORDS.Learning Environments.10*1007/s40593-016-0107-y,1
KEYWORDS.Learning Team Formation,
KEYWORDS.Learning Team Formation.10*1007/978-3-642-34010-9_9,1
KEYWORDS.Learning Through Peer Interaction,
KEYWORDS.Learning Through Peer Interaction.10*1007/978-3-642-41347-6,1
KEYWORDS.Learning Through Peer Interaction.10*4018/jec*2012100101,1
KEYWORDS.Machine Learning,
KEYWORDS.Machine Learning.10*1109/SII*2017*8279283,1
KEYWORDS.Machine Learning.10*1145/2590651*2590680,1
KEYWORDS.Massive Open Online Courses,
KEYWORDS.Massive Open Online Courses.10*1145/2787622*2787731,1
KEYWORDS.Memetic Algorithms,
KEYWORDS.Memetic Algorithms.10*1007/978-3-642-34010-9_9,1
KEYWORDS.Mobile Devices,
KEYWORDS.Mobile Devices.10*1145/2325296*2325338,1
KEYWORDS.Model Tracing,
KEYWORDS.Model Tracing.10*1007/s11257-011-9106-8,1
KEYWORDS.Moodle,
KEYWORDS.Moodle.10*1002/cae*21832,1
KEYWORDS.Motivation,
KEYWORDS.Motivation.10*1002/cae*21655,1
KEYWORDS.Motivation.10*1016/J*CHB*2013*04*030,1
KEYWORDS._Multiagent Coalition Formation,
KEYWORDS.Multiagent Coalition Formation.10*1109/ICALT*2003*1215118,1
KEYWORDS.Multiagent Coalition Formation.isbn=1577352815,1
KEYWORDS.Multiagent Systems,
KEYWORDS.Multiagent Systems.10*1*1*167*4896,1
KEYWORDS.Multiagent Systems.10*1109/ICETA*2017*8102463,1
KEYWORDS.Multiagent Systems.10*1109/TLT*2010*28,1
KEYWORDS.Multiagent Systems.10*1145/2839509*2844615,1
KEYWORDS.Multiagent Systems.issn=1560-4292,1
KEYWORDS.Novice Programmer,
KEYWORDS.Novice Programmer.issn=2307-4116,1
KEYWORDS.Parsons Problem,
KEYWORDS.Parsons Problem.10*1145/2787622*2787731,1
KEYWORDS.Participation,
KEYWORDS.Participation.10*1016/J*CHB*2013*04*030,1
KEYWORDS.Personalized Training,
KEYWORDS.Personalized Training.10*1145/2590651*2590680,1
KEYWORDS.Perspectives,
KEYWORDS.Perspectives.10*4018/jec*2012100101,1
KEYWORDS.Poks,
KEYWORDS.Poks.10*1007/s40593-016-0107-y,1
KEYWORDS.Probabilistic Models,
KEYWORDS.Probabilistic Models.10*1007/s11257-011-9106-8,1
KEYWORDS.Probabilistic Models.10*1109/SII*2017*8279283,1
KEYWORDS.Problem Solving,
KEYWORDS.Problem Solving.issn=2307-4116,1
KEYWORDS.Program Animation And Simulation,
KEYWORDS.Program Animation And Simulation.10*3217/jucs-011-09-1505,1
KEYWORDS.Program Animation And Simulation.isbn=978-1-61499-125-0,1
KEYWORDS.Program Visualization,
KEYWORDS.Program Visualization.10*1145/2787622*2787731,1
KEYWORDS.Programing Style,
KEYWORDS.Programing Style.10*1109/FIE*2006*322313,1
KEYWORDS.Programming Education,
KEYWORDS.Programming Education.10*1145/2659532*2659620,1
KEYWORDS.Social Media,
KEYWORDS.Social Media.10*1007/978-3-642-41347-6,1
KEYWORDS.Social Network Analysis,
KEYWORDS.Social Network Analysis.10*1007/978-3-642-41347-6,1
KEYWORDS.Social Network Analysis.10*1145/2590651*2590680,1
KEYWORDS.Social Network Analysis.10*1145/2659532*2659620,1
KEYWORDS.Social Software,
KEYWORDS.Social Software.10*1007/978-3-642-41347-6,1
KEYWORDS.Software Engineering Education,
KEYWORDS.Software Engineering Education.10*1145/2590651*2590680,1
KEYWORDS.Solution-Based Multi-Agent System,
KEYWORDS.Solution-Based Multi-Agent System.issn=2307-4116,1
KEYWORDS.Statistics And Analysis Tools,
KEYWORDS.Statistics And Analysis Tools.10*1109/FIE*2007*4418095,1
KEYWORDS.Strategies,
KEYWORDS.Strategies.10*1007/978-3-319-91743-6_26,1
KEYWORDS.Student Methods,
KEYWORDS.Student Methods.Student Activities,
KEYWORDS.Student Methods.Student Activities.10*1109/TLT*2009*50,1
KEYWORDS.Student Methods.Student Members,
KEYWORDS.Student Methods.Student Members.10*1109/TLT*2009*50,1
KEYWORDS.Student Methods.Student Modeling,
KEYWORDS.Student Methods.Student Modeling.10*1145/2839509*2844615,1
KEYWORDS.Student Methods.Student Models,
KEYWORDS.Student Methods.Student Models.10*1007/s11257-011-9106-8,1
KEYWORDS.Teaching Of Programming,
KEYWORDS.Teaching Of Programming.10*1002/cae*21832,1
KEYWORDS.Team Roles,
KEYWORDS.Team Roles.10*1007/978-3-642-34010-9_9,1
KEYWORDS.Text Mining,
KEYWORDS.Text Mining.10*1145/2590651*2590680,1
KEYWORDS.Text-To-Flowchart Conversion,
KEYWORDS.Text-To-Flowchart Conversion.issn=2307-4116,1
KEYWORDS.Tools,
KEYWORDS.Tools.10*4018/jec*2012100101,1
KEYWORDS.Virtual Classroom,
KEYWORDS.Virtual Classroom.10*1076/csed*11*3*247*3837,1
KEYWORDS.Virtual Classroom.10*1076/csed*12*3*197*8618,1
KEYWORDS.Virtual Classroom.10*1109/FIE*2007*4418095,1
KEYWORDS.Web 2*0,
KEYWORDS.Web 2*0.10*1007/978-3-642-41347-6,1
KEYWORDS.Wiki,
KEYWORDS.Wiki.10*1109/TLT*2009*50,1
KEYWORDS.Wiki.10*1145/2839509*2844615,1
