id,value
CATEGORIES.PAPERS.Artificial_Intelligence.Support_Vector_Machines.issn=2307-4108,1
CATEGORIES.PAPERS.Development_of_tools,
CATEGORIES.PAPERS.Development_of_tools.10_1002/cae_21655,1
CATEGORIES.PAPERS.Development_of_tools.10_1002/cae_21832,1
CATEGORIES.PAPERS.Development_of_tools.10_1007/978-3-642-41347-6,1
CATEGORIES.PAPERS.Development_of_tools.10_1015/J_CHB_2013_04_030,1
CATEGORIES.PAPERS.Development_of_tools.10_1075/csed_12_3_137_8518,1
CATEGORIES.PAPERS.Development_of_tools.10_1145/2659532_2659620,1
CATEGORIES.PAPERS.Development_of_tools.10_1245/2553532_2553520,1
CATEGORIES.PAPERS.Development_of_tools.isbn=978-1-57735-281-5,1
CATEGORIES.PAPERS.Games_for_learning,
CATEGORIES.PAPERS.Games_for_learning.10_1007/378-3-313-31743-5_25,1
CATEGORIES.PAPERS.Games_for_learning.10_1007/s40593-016-0107-y,1
CATEGORIES.PAPERS.Games_for_learning.10_1016/J_CHB_2013_04_030,1
CATEGORIES.PAPERS.Games_for_learning.10_1016/j_procs_2014_12_021,1
CATEGORIES.PAPERS.Games_for_learning.10_1109/TLT_2009_50,1
CATEGORIES.PAPERS.Games_for_learning.10_1109/TLT_2011_2,1
CATEGORIES.PAPERS.Games_for_learning.10_1145/2408776_2408787,1
CATEGORIES.PAPERS.Games_for_learning.10_1145/2839509_2844615,1
CATEGORIES.PAPERS.Games_for_learning.10_1203/FIE_2005_322313,1
CATEGORIES.PAPERS.Games_for_learning.10_1203/FIE_2007_4418035,1
CATEGORIES.PAPERS.Games_for_learning.10_1203/ICALT_2003_1215128,1
CATEGORIES.PAPERS.Games_for_learning.10_1203/TLT_2003_50,1
CATEGORIES.PAPERS.Games_for_learning.10_1245/2787522_2787713,1
CATEGORIES.PAPERS.Games_for_learning.10_3217/jucs-011-09-1505,1
CATEGORIES.PAPERS.Games_for_learning.10_4018/jec_2012100101,1
CATEGORIES.PAPERS.Platforms,
CATEGORIES.PAPERS.Platforms.10_1007/978-3-319-91743-6_26,1
CATEGORIES.PAPERS.Platforms.10_1109/ICALT_2003_1215118,1
CATEGORIES.PAPERS.Platforms.10_1145/2526968_2526987,1
CATEGORIES.PAPERS.Platforms.10_3217/jucs-011-09-1505,1
CATEGORIES.REPOSITORIES,
CATEGORIES.REPOSITORIES.Academic_courses,
CATEGORIES.REPOSITORIES.Academic_courses.https://github/18sears-nathan/ChatProgram2016,1
CATEGORIES.REPOSITORIES.Academic_courses.https://github/1j01/multifiddle,1
CATEGORIES.REPOSITORIES.Academic_courses.https://github/8l/pijul,1
CATEGORIES.REPOSITORIES.Academic_courses.https://github/aaronly/ScriptingProgrammingAssessment,1
CATEGORIES.REPOSITORIES.Academic_courses.https://github/acarrillo/sCribble,1
CATEGORIES.REPOSITORIES.Academic_courses.https://github/ClarkWang12/ProgrammingAssignment2,1
CATEGORIES.REPOSITORIES.Academic_courses.https://github/code-friends/CodeFriends,1
CATEGORIES.REPOSITORIES.Academic_courses.https://github/codebasics/py,1
CATEGORIES.REPOSITORIES.Academic_courses.https://github/codejamninja/jams-programming-guide,1
CATEGORIES.REPOSITORIES.Academic_courses.https://github/crazydonkey200/neural-symbolic-machines,1
CATEGORIES.REPOSITORIES.Academic_courses.https://github/ctuning/reproduce-milepost-project,1
CATEGORIES.REPOSITORIES.Academic_courses.https://github/DA0155/CourseraCleanData-HumanActivity,1
CATEGORIES.REPOSITORIES.Academic_courses.https://github/danieltoomey/coursera-r-programming,1
CATEGORIES.REPOSITORIES.Academic_courses.https://github/holystar1076/Assessment5,1
CATEGORIES.REPOSITORIES.Academic_courses.https://github/hopelessoptimism/mondocode,1
CATEGORIES.REPOSITORIES.Academic_courses.https://github/HPCGISLab/pcml,1
CATEGORIES.REPOSITORIES.Academic_courses.https://github/hpnhxxwn/Yelp-data-analysis-and-recommender-system,1
CATEGORIES.REPOSITORIES.Academic_courses.https://github/IEEEXtreme/Learning-Resources,1
CATEGORIES.REPOSITORIES.Academic_courses.https://github/imaginate/algorithmIV-question-manager,1
CATEGORIES.REPOSITORIES.Academic_courses.https://github/irJERAD/ExData_Proj2,1
CATEGORIES.REPOSITORIES.Academic_courses.https://github/jalexanderqed/cs165a-reversi-bot,1
CATEGORIES.REPOSITORIES.Academic_courses.https://github/jashmenn/bitcoin-reading-list,1
CATEGORIES.REPOSITORIES.Academic_courses.https://github/JasperDre/Honeybees,1
CATEGORIES.REPOSITORIES.Academic_courses.https://github/JeffreyMJohnson/Pong,1
CATEGORIES.REPOSITORIES.Academic_courses.https://github/JeffreyMJohnson/Pong,1
CATEGORIES.REPOSITORIES.Academic_courses.https://github/jenreiher/wtfiswednesdays,1
CATEGORIES.REPOSITORIES.Academic_courses.https://github/jjmmg/Courses,1
CATEGORIES.REPOSITORIES.Academic_courses.https://github/joeljfischer/meteor-collabmirror,1
CATEGORIES.REPOSITORIES.Academic_courses.https://github/JonathanRys/OrganismIdent,1
CATEGORIES.REPOSITORIES.Academic_courses.https://github/jondot/awesome-aha,1
CATEGORIES.REPOSITORIES.Academic_courses.https://github/JonnoB/datasciencecoursera,1
CATEGORIES.REPOSITORIES.Academic_courses.https://github/JoshCheek/ruby-kickstart,1
CATEGORIES.REPOSITORIES.Academic_courses.https://github/xviniette/FlappyLearning,1
CATEGORIES.REPOSITORIES.Academic_courses.https://github/YuriyMorozyuk95/Dekanat,1
CATEGORIES.REPOSITORIES.Academic_courses.https://github/Zayd-Waves/cipher,1
CATEGORIES.REPOSITORIES.Academic_courses.https://github/zhtpandog/One_Hundred_Tricky_Java_Questions,1
CATEGORIES.REPOSITORIES.Application_Programming_Interface,
CATEGORIES.REPOSITORIES.Application_Programming_Interface.https://github/ajzdunek/whatsForDinner-App,1
CATEGORIES.REPOSITORIES.Application_Programming_Interface.https://github/ctuning/ctuning-datasets-min,1
CATEGORIES.REPOSITORIES.Application_Programming_Interface.https://github/HerculesWS/Hercules,1
CATEGORIES.REPOSITORIES.Application_Programming_Interface.https://github/JaclynNoga/AppliedLearningAssessment,1
CATEGORIES.REPOSITORIES.Application_Programming_Interface.https://github/Lyyoness/CS156-Machine-Learning,1
CATEGORIES.REPOSITORIES.Application_Programming_Interface.https://github/MikeTheWatchGuy/PySimpleGUI,1
CATEGORIES.REPOSITORIES.Application_Programming_Interface.https://github/mlopezbuendia/CreativeProgrammingA1,1
CATEGORIES.REPOSITORIES.Application_Programming_Interface.https://github/mrkwse/MLAP-OA,1
CATEGORIES.REPOSITORIES.Application_Programming_Interface.https://github/Re1tReddy/Spark,1
CATEGORIES.REPOSITORIES.Application_Programming_Interface.https://github/shane1027/Learning_CPP,1
CATEGORIES.REPOSITORIES.Application_Programming_Interface.https://github/SushmitaY/Algorithm-assignment,1
CATEGORIES.REPOSITORIES.Application_Programming_Interface.https://github/xrd/ChitStat,1
CATEGORIES.REPOSITORIES.Artificial_Intelligence,
CATEGORIES.REPOSITORIES.Artificial_Intelligence.Datamining,
CATEGORIES.REPOSITORIES.Artificial_Intelligence.Datamining.https://github/CarlosSaraiva/bndPssFltr,1
CATEGORIES.REPOSITORIES.Artificial_Intelligence.Datamining.https://github/lonewoolf/Maching-Learning-Programs,1
CATEGORIES.REPOSITORIES.Artificial_Intelligence.Datamining.https://github/miteshgoplani/Student-Database-Mangagement-System,1
CATEGORIES.REPOSITORIES.Artificial_Intelligence.Datamining.https://github/mrsan22/CS109-STAT121-DataScience_Course,1
CATEGORIES.REPOSITORIES.Artificial_Intelligence.Datamining.https://github/musicalglass/AKA,1
CATEGORIES.REPOSITORIES.Artificial_Intelligence.Datamining.https://github/shbnq422/cv,1
CATEGORIES.REPOSITORIES.Artificial_Intelligence.Datamining.https://github/TLNsrivalli/atOnePage,1
CATEGORIES.REPOSITORIES.Artificial_Intelligence.Datamining.https://github/TwgInternational/Import-Export-Management,1
CATEGORIES.REPOSITORIES.Artificial_Intelligence.Datamining.https://github/vrdmr/CS273a-Introduction-to-Machine-Learning,1
CATEGORIES.REPOSITORIES.Artificial_Intelligence.Datamining.https://github/windyguo2046/Tableau-Citibike-HW20,1
CATEGORIES.REPOSITORIES.Artificial_Intelligence.Natural_Language_Processing,
CATEGORIES.REPOSITORIES.Artificial_Intelligence.Natural_Language_Processing.https://github/agileronin/coursera-r-programming-peer-assessment-1,1
CATEGORIES.REPOSITORIES.Artificial_Intelligence.Natural_Language_Processing.https://github/muhammedbasuney/CS106A-ProgrammingMethodology,1
CATEGORIES.REPOSITORIES.Artificial_Intelligence.Natural_Language_Processing.https://github/natesmith83/WSU_GoBabyGo_Programming,1
CATEGORIES.REPOSITORIES.Artificial_Intelligence.Natural_Language_Processing.https://github/savinay95n/Reinforcement-learning-Algorithms-and-Dynamic-Programming,1
CATEGORIES.REPOSITORIES.Artificial_Intelligence.Natural_Language_Processing.https://github/TLNsrivalli/atOnePage,1
CATEGORIES.REPOSITORIES.Artificial_Intelligence.Neural_Networks,
CATEGORIES.REPOSITORIES.Artificial_Intelligence.Neural_Networks.https://github/abbood/audioSamplingToAudioQueue,1
CATEGORIES.REPOSITORIES.Artificial_Intelligence.Neural_Networks.https://github/agileronin/coursera-r-programming-peer-assessment-1,1
CATEGORIES.REPOSITORIES.Artificial_Intelligence.Neural_Networks.https://github/andela-foladeji/License-Plate-Recognition-Nigerian-vehicles,1
CATEGORIES.REPOSITORIES.Artificial_Intelligence.Neural_Networks.https://github/vrdmr/CS273a-Introduction-to-Machine-Learning,1
CATEGORIES.REPOSITORIES.Artificial_Intelligence.Neural_Networks.https://github/yty/A_R_C,1
CATEGORIES.REPOSITORIES.Artificial_Intelligence.Prediction_based_on_statistical_methods,
CATEGORIES.REPOSITORIES.Artificial_Intelligence.Prediction_based_on_statistical_methods.https://github/agileronin/coursera-r-programming-peer-assessment-1,1
CATEGORIES.REPOSITORIES.Artificial_Intelligence.Prediction_based_on_statistical_methods.https://github/asymptoticdesign/Programming-Visual-and-Generative-Art,1
CATEGORIES.REPOSITORIES.Artificial_Intelligence.Prediction_based_on_statistical_methods.https://github/ScottehBoeh/assessment-glencaldy-learning-centre,1
CATEGORIES.REPOSITORIES.Artificial_Intelligence.Prediction_based_on_statistical_methods.https://github/TLNsrivalli/atOnePage,1
CATEGORIES.REPOSITORIES.Artificial_Intelligence.Prediction_based_on_statistical_methods.https://github/TwgInternational/Import-Export-Management,1
CATEGORIES.REPOSITORIES.Artificial_Intelligence.Prediction_based_on_statistical_methods.https://github/windyguo2046/Tableau-Citibike-HW20,1
CATEGORIES.REPOSITORIES.Artificial_Intelligence.Support_Vector_Machines,
CATEGORIES.REPOSITORIES.Artificial_Intelligence.Support_Vector_Machines.https://github/agileronin/coursera-r-programming-peer-assessment-1,1
CATEGORIES.REPOSITORIES.Artificial_Intelligence.Support_Vector_Machines.https://github/arjun1237/Inheritance---Java,1
CATEGORIES.REPOSITORIES.Artificial_Intelligence.Support_Vector_Machines.https://github/karstenv/webmapping-with-qgismapserver-workshop,1
CATEGORIES.REPOSITORIES.Artificial_Intelligence.Support_Vector_Machines.https://github/karstenv/webmapping-with-qgismapserver-workshop,1
CATEGORIES.REPOSITORIES.Artificial_Intelligence.Support_Vector_Machines.https://github/ksrdj/coursera-r-programming-peer-assessment-1,1
CATEGORIES.REPOSITORIES.Artificial_Intelligence.Support_Vector_Machines.https://github/muhammedbasuney/CS106A-ProgrammingMethodology,1
CATEGORIES.REPOSITORIES.Artificial_Intelligence.Support_Vector_Machines.https://github/windyguo2046/Tableau-Citibike-HW20,1
CATEGORIES.REPOSITORIES.Development_of_tools,
CATEGORIES.REPOSITORIES.Development_of_tools.https://github/adaipule/MovieRecommendation,1
CATEGORIES.REPOSITORIES.Development_of_tools.https://github/BenchR267/lbd,1
CATEGORIES.REPOSITORIES.Development_of_tools.https://github/monochromegane/starchart,1
CATEGORIES.REPOSITORIES.Development_of_tools.https://github/TI-Planet/Project-Builder,1
CATEGORIES.REPOSITORIES.Games_for_learning,
CATEGORIES.REPOSITORIES.Games_for_learning.https://github/foolalex/CS106A,1
CATEGORIES.REPOSITORIES.Games_for_learning.https://github/HerculesWS/Hercules,1
CATEGORIES.REPOSITORIES.Games_for_learning.https://github/soulslash13/For-a-Brighter-Future,1
CATEGORIES.REPOSITORIES.Games_for_learning.https://github/TamuccComputerScienceClub/CSClubTextBasedGame2016,1
CATEGORIES.REPOSITORIES.Platforms,
CATEGORIES.REPOSITORIES.Platforms.https://github/1j01/multifiddle,1
CATEGORIES.REPOSITORIES.Platforms.https://github/acarrillo/sCribble,1
CATEGORIES.REPOSITORIES.Platforms.https://github/achristoph/Collaborative-Filtering,1
CATEGORIES.REPOSITORIES.Platforms.https://github/adaipule/MovieRecommendation,1
CATEGORIES.REPOSITORIES.Platforms.https://github/Aidanie/codeedit,1
CATEGORIES.REPOSITORIES.Platforms.https://github/ajzdunek/whatsForDinner-App,1
