source	 target	value	
https://github.com/HerculesWS/Hercules	Application Programming Interface (API)	1	
https://github.com/HerculesWS/Hercules	Development of tools	1	
https://github.com/HerculesWS/Hercules	Academic courses	1	
https://github.com/HerculesWS/Hercules	Games of learning	1	
https://github.com/KingChezzy/AdventureGame	Games of learning	1	
https://github.com/hpnhxxwn/Yelp-data-analysis-and-recommender-system	Academic courses	1	
https://github.com/b-adams/Wells_Sp12_CS132_Project	Academic courses	1	
https://github.com/8l/pijul	Academic courses	1	
https://github.com/bryonf/YouJustGotPawned	Academic courses	1	
https://github.com/hacktunes/hacktunes	Academic courses	1	
https://github.com/ajzdunek/whatsForDinner-App	Platforms	1	
https://github.com/ajzdunek/whatsForDinner-App	Application Programming Interface (API)	1	
https://github.com/ajzdunek/whatsForDinner-App	Academic courses	1	
https://github.com/sapphireblu117/From-Beginners-to-Winners	Platforms	1	
https://github.com/sapphireblu117/From-Beginners-to-Winners	Academic courses	1	
https://github.com/domainxz/vcrs	Platforms	1	
https://github.com/domainxz/vcrs	Academic courses	1	
https://github.com/niyatpatel23295/Apache-Spark-Recommender-System	Academic courses	1	
https://github.com/rzere/Course_Timetabling_Research	Academic courses	1	
https://github.com/soulslash13/For-a-Brighter-Future	Games of learning	1	
https://github.com/asketsus/Wikicode-for-Moodle-2	Academic courses	1	
https://github.com/usnistgov/CRPI	Academic courses	1	
https://github.com/jenreiher/wtfiswednesdays	Academic courses	1	
https://github.com/shannonpeng/plix	Academic courses	1	
https://github.com/otavio-cesar/cetecop	Platforms	1	
https://github.com/otavio-cesar/cetecop	Academic courses	1	
https://github.com/OpenHID/code-vr	Games of learning	1	
https://github.com/18sears-nathan/ChatProgram2016	Academic courses	1	
https://github.com/HPCGISLab/pcml	Academic courses	1	
https://github.com/JonathanRys/OrganismIdent	Academic courses	1	
https://github.com/dimroc/collabcode	Academic courses	1	
https://github.com/vbsteja/deeplearning1	Academic courses	1	
https://github.com/KyleZcode/gittinZiggyWithIt	Academic courses	1	
https://github.com/Zayd-Waves/cipher	Academic courses	1	
https://github.com/lambdaone-io/apprentice-resources	Academic courses	1	
https://github.com/snh-clj/collab	Academic courses	1	
https://github.com/hopelessoptimism/mondocode	Academic courses	1	
https://github.com/mldss/pci-summary	Academic courses	1	
https://github.com/ctuning/ctuning-datasets-min	Application Programming Interface (API)	1	
https://github.com/radiatoryang/nyu_studio_spring2014	Academic courses	1	
https://github.com/radiatoryang/nyu_studio_spring2014	Games of learning	1	
https://github.com/BenchR267/lbd	Development of tools	1	
https://github.com/ats-lang/ATS-CodeBook	Academic courses	1	
https://github.com/braydie/HowToBeAProgrammer	Academic courses	1	
https://github.com/xviniette/FlappyLearning	Academic courses	1	
https://github.com/ctuning/reproduce-milepost-project	Academic courses	1	
https://github.com/elixirschool/elixirschool	Academic courses	1	
https://github.com/chetannaik/learning_torch	Academic courses	1	
https://github.com/MikeTheWatchGuy/PySimpleGUI	Application Programming Interface (API)	1	
https://github.com/lenmus/lenmus	Academic courses	1	
https://github.com/JoshCheek/ruby-kickstart	Academic courses	1	
https://github.com/ehmatthes/intro_programming	Academic courses	1	
https://github.com/maximecb/toyCPU	Platforms	1	
https://github.com/codebasics/py	Academic courses	1	
https://github.com/ollie-williams/SwiftParsec	Academic courses	1	
https://github.com/timestocome/Test-stock-prediction-algorithms	Academic courses	1	
https://github.com/ALRW/dayAsADev	Academic courses	1	
https://github.com/thebreadboard/Arduino-Tutorials	Academic courses	1	
https://github.com/wsnewman/learning_ros	Academic courses	1	
https://github.com/ajielee/mini-projects-while-learning-python	Academic courses	1	
https://github.com/adafruit/Adafruit_Learning_System_Guides	Academic courses	1	
https://github.com/GersonLazaro/learn-x-if-you-know-y	Academic courses	1	
https://github.com/jondot/awesome-aha	Academic courses	1	
https://github.com/LambdaSchool/ML-Precourse	Neural Networks	1	
https://github.com/aliostad/deep-learning-lang-detection	Academic courses	1	
https://github.com/BoYanSTKO/Practical_RL-coursera	Academic courses	1	
https://github.com/dstarcev/stepic-haskell	Academic courses	1	
https://github.com/Re1tReddy/Spark	Application Programming Interface (API)	1	
https://github.com/rojassergio/Learning-Scipy	Academic courses	1	
https://github.com/khanhnamle1994/complete-guide-to-deep-learning	Academic courses	1	
https://github.com/zhtpandog/One_Hundred_Tricky_Java_Questions	Platforms	1	
https://github.com/zhtpandog/One_Hundred_Tricky_Java_Questions	Academic courses	1	
https://github.com/imaginate/algorithmIV-question-manager	Academic courses	1	
https://github.com/theusual/kaggle-yelp-business-rating-prediction	Academic courses	1	
https://github.com/mikesprague/udacity-nanodegrees	Academic courses	1	
https://github.com/SentientOrange/Rubiks-Cube	Academic courses	1	
https://github.com/jashmenn/bitcoin-reading-list	Academic courses	1	
https://github.com/aeshthetic/Learn-to-Program	Academic courses	1	
https://github.com/RiccardoM/Forex-and-Stock-Python-Pattern-Recognizer	Academic courses	1	
https://github.com/underscoreio/creative-scala	Academic courses	1	
https://github.com/maxritter/SDC-End-to-end-driving	Academic courses	1	
https://github.com/crazydonkey200/neural-symbolic-machines	Academic courses	1	
https://github.com/smbriones/c-how-to-program	Academic courses	1	
https://github.com/alex520biao/Learning-OpenGL-ES-for-iOS	Academic courses	1	
https://github.com/MihaiDamian/Machine-learning-programming-exercises	Academic courses	1	
https://github.com/mauricesharp/Learning-iOS-Development	Academic courses	1	
https://github.com/oracle/dino-date	Platforms	1	
https://github.com/gaerae/awesome-algorithms	Academic courses	1	
https://github.com/gafiatulin/ml-class	Academic courses	1	
https://github.com/Nugnikoll/MyReversi	Games of learning	1	
https://github.com/marcelgsantos/learning-oop-in-php	Academic courses	1	
https://github.com/freddiev4/dailyprogrammerchallenges	Academic courses	1	
https://github.com/monochromegane/starchart	Development of tools	1	
https://github.com/tostq/DeepLearningC	Academic courses	1	
https://github.com/myinnos/Kotlin-Example	Academic courses	1	
https://github.com/IEEEXtreme/Learning-Resources	Academic courses	1	
https://github.com/saraswat/NeuralProgrammerAsProbProg	Games of learning	1	
https://github.com/HeroKillerEver/coursera-deep-learning	Academic courses	1	
https://github.com/simonebrunozzi/open-guide-to-learning-tech-geek-nerdy-stuff	Academic courses	1	
https://github.com/sassela/haskell-learning	Academic courses	1	
https://github.com/AvaisP/machine-learning-programming-assignments-coursera-andrew-ng	Academic courses	1	
https://github.com/off99555/machine-learning-curriculum	Platforms	1	
https://github.com/off99555/machine-learning-curriculum	Academic courses	1	
https://github.com/Lyyoness/CS156-Machine-Learning	Application Programming Interface (API)	1	
https://github.com/xviniette/AsteroidsLearning	Academic courses	1	
https://github.com/Lyyoness/CS156-Machine-Learning	Development of tools	1	
https://github.com/Lyyoness/CS156-Machine-Learning	Academic courses	1	
https://github.com/Lyyoness/CS156-Machine-Learning	Games of learning	1	
https://github.com/foolalex/CS106A	Academic courses	1	
https://github.com/foolalex/CS106A	Platforms	1	
https://github.com/foolalex/CS106A	Games of learning	1	
https://github.com/jalexanderqed/cs165a-reversi-bot	Academic courses	1	
https://github.com/jalexanderqed/cs165a-reversi-bot	Games of learning	1	
https://github.com/TamuccComputerScienceClub/CSClubTextBasedGame2016	Games of learning	1	
https://github.com/kdenhartog/CS1-Fundementals	Academic courses	1	
https://github.com/kimasenbeck/cs111_finalProject_201409	Academic courses	1	
https://github.com/kimasenbeck/cs111_finalProject_201409	Games of learning	1	
https://github.com/michaelsblank/cs193p_project1_fall2017	Academic courses	1	
https://github.com/BassemGhoniem/CS106aStanford	Academic courses	1	
https://github.com/theSalafee/C169final	Academic courses	1	
https://github.com/JeffreyMJohnson/Pong	Academic courses	1	
https://github.com/JeffreyMJohnson/Pong	Games of learning	1	
https://github.com/mlopezbuendia/CreativeProgrammingA1	Academic courses	1	
https://github.com/SpencerWF/PythonRevewCourse	Academic courses	1	
https://github.com/aytida23/Python-Programming-Essentials-Coursera-Projects	Academic courses	1	
https://github.com/Preston-Sundar/Coursera-Imperial-College-London-Mathematics-For-Machine-Learning-Linear-Algebra	Academic courses	1	
https://github.com/voter101/principles-of-reactive-programming	Academic courses	1	
https://github.com/hackprime/algs4	Academic courses	1	
https://github.com/JeffreyMJohnson/Pong	Academic courses	1	
https://github.com/JeffreyMJohnson/Pong	Games of learning	1	
https://github.com/tuttiq/MaquinaVirtual	Platforms	1	
https://github.com/tuttiq/MaquinaVirtual	Academic courses	1	
https://github.com/irJERAD/ExData_Proj2	Academic courses	1	
https://github.com/jjmmg/Courses	Academic courses	1	
https://github.com/SushmitaY/Algorithm-assignment	Platforms	1	
https://github.com/SushmitaY/Algorithm-assignment	Application Programming Interface (API)	1	
https://github.com/SushmitaY/Algorithm-assignment	Academic courses	1	
https://github.com/DA0155/CourseraCleanData-HumanActivity	Academic courses	1	
https://github.com/MariannaAtPlay/reactnd-project-would-you-rather	Academic courses	1	
https://github.com/terrettaz/coursera-scalashop	Academic courses	1	
https://github.com/mrtamtam314/RProgrammingAssignment2	Academic courses	1	
https://github.com/Starkey19/PT-Coursework	Academic courses	1	
https://github.com/alandickinson/reactnd-myreads	Academic courses	1	
https://github.com/mch649/ProgrammingAssignment2	Academic courses	1	
https://github.com/qlibin/posa-15-assignment3-studio	Platforms	1	
https://github.com/qlibin/posa-15-assignment3-studio	Academic courses	1	
https://github.com/Deirdre18/Professional-Portfolio-Website-GMIT-	Platforms	1	
https://github.com/Deirdre18/Professional-Portfolio-Website-GMIT-	Academic courses	1	
https://github.com/mlopezbuendia/CreativeProgrammingA1	Platforms	1	
https://github.com/mlopezbuendia/CreativeProgrammingA1	Application Programming Interface (API)	1	
https://github.com/mlopezbuendia/CreativeProgrammingA1	Academic courses	1	
https://github.com/JasperDre/Honeybees	Academic courses	1	
https://github.com/hanzhao1/JS-Fundamentals	Academic courses	1	
https://github.com/sergiolpf/myreads	Academic courses	1	
https://github.com/holystar1076/Assessment5	Academic courses	1	
https://github.com/LuisaSanto/ist-LDM	Academic courses	1	
https://github.com/bhaskar-codes-121/Object-Oriented-Programming-in-Java	Academic courses	1	
https://github.com/skyman/StudentPerformanceAnalysis	Academic courses	1	
https://github.com/gsmanu007/R_coursera-ProgrammingAssignment2	Academic courses	1	
https://github.com/marisapels/OOP-Module3-SelfAssessmentLab	Academic courses	1	
https://github.com/danieltoomey/coursera-r-programming	Academic courses	1	
https://github.com/YuriyMorozyuk95/Dekanat	Academic courses	1	
https://github.com/rakofff/Cashe-Matrix-Inverse-R	Academic courses	1	
https://github.com/mevorama/PeerAssessment	Academic courses	1	
https://github.com/theSalafee/C169final	Academic courses	1	
https://github.com/JonnoB/datasciencecoursera	Academic courses	1	
https://github.com/ClarkWang12/ProgrammingAssignment2	Academic courses	1	
https://github.com/aaronly/ScriptingProgrammingAssessment	Academic courses	1	
https://github.com/daspliff/r_programming	Academic courses	1	
https://github.com/gizzle-b/java-programming	Academic courses	1	
https://github.com/GibbonEdu/module-ATL	Academic courses	1	
https://github.com/Preston-Sundar/Coursera-Imperial-College-London-Mathematics-For-Machine-Learning-Linear-Algebra	Academic courses	1	
https://github.com/std3rr/boston_housing	Academic courses	1	
https://github.com/LuisaSanto/ist-LDM	Academic courses	1	
https://github.com/limpygnome/pals	Academic courses	1	
https://github.com/shane1027/Learning_CPP	Application Programming Interface (API)	1	
https://github.com/JaclynNoga/AppliedLearningAssessment	Application Programming Interface (API)	1	
https://github.com/mrkwse/MLAP-OA	Application Programming Interface (API)	1	
https://github.com/bamcdougall/Predictive_Machine_Learning_Human_Activity_Assessment	Prediction based on statistical methods	1	
https://github.com/jesign/heuricode	Development of tools	1	
https://github.com/cysun/csns2	Development of tools	1	
